name,city,state,address,zip_code,latitude,longitude,rating,review_count,categories,price,business_id
Polly Ann Ice Cream,San Francisco,CA,3138 Noriega St,94122,37.753517,-122.497736,4.2,1458,"Ice Cream & Frozen Yogurt, Desserts, Gelato",$,2kigSyi7myx0-34YATi-Xw
Telescope Coffee,San Francisco,CA,345 6th St,94103,37.77833723839424,-122.40496301719064,4.5,232,"Bakeries, Coffee & Tea, Desserts",$$,CTYe2aZzmRavw0GMV490BQ
Jane On Third,San Francisco,CA,151 3rd St,94103,37.785881555556,-122.400667,4.4,18,"Cafes, Desserts, Coffee & Tea",N/A,x_6eWP6F9AKfctM05i7Drw
ZERO &,San Francisco,CA,845 Market St,94103,37.7841,-122.40614,3.9,111,"Bubble Tea, Coffee & Tea, Desserts",$$,dzGlLkAj9pc-9j8uX72vfA
Do-Re-Mi,San Francisco,CA,3491 19th St,94110,37.75994,-122.42112,4.8,73,"Asian Fusion, Desserts",N/A,t3QmVUNrUWhz3zoLagzc-g
Hila Gelato Caffe,San Francisco,CA,951 Valencia St,94110,37.757709895432775,-122.4210101,4.6,190,"Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt",N/A,3t7_vloM6eb3PGvwj_JxFg
Kiss of Matcha,San Francisco,CA,2127 Irving St,94122,37.76320126438284,-122.4808579,4.1,32,"Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt",N/A,xnDQMxOB6rATBN-qqz493g
Tadaima - Mission,San Francisco,CA,3515 20th St,94110,37.7584647635636,-122.41954429490852,4.2,559,"Japanese, Cafes, Coffee & Tea",$$,r_QtnR3Aty68MCPt1vh7og
Sweet Mango Dessert & Cafe,San Francisco,CA,5217 Geary Blvd,94118,37.78024,-122.47542,3.9,258,"Desserts, Juice Bars & Smoothies, Hong Kong Style Cafe",$,Zn6UlhMoCmO0Cb_0TyvbLw
NaYa Dessert Cafe,San Francisco,CA,5338 Geary Blvd,94121,37.78076,-122.47679,3.8,823,"Desserts, Thai, Korean",$$,durukkwUUqNmkbNr0D113A
Bake Sum,Oakland,CA,3249 Grand Ave,94610,37.812759481772034,-122.24750552883606,4.5,382,"Desserts, Bakeries",$$,zJtun46FWqG2k6cwPEFpxw
Uji Time Dessert ,San Francisco,CA,135 4th St,94103,37.784293,-122.403547,3.8,125,"Desserts, Ice Cream & Frozen Yogurt",N/A,6Gza21Q_TBwGAdtC5Bk8IA
Milkbomb Ice Cream,San Francisco,CA,1717 17th St,94103,37.76474779422062,-122.40115900332351,4.7,911,"Ice Cream & Frozen Yogurt, Desserts, Donuts",$$,LFEBCjZ-M3XUFJDszYFX6A
Sixth Course,San Francisco,CA,1544 15th St,94103,37.7668797,-122.4186656,4.5,424,"Desserts, Chocolatiers & Shops, Gelato",$$,K0r1oltM3JbM14ApsTe_yA
Annie's T Cakes,Oakland,CA,601 William St,94612,37.80916319108168,-122.2715510856645,4.8,9,"Bakeries, Desserts",N/A,DCWhRt58kM3s6PSWMCkxhA
Whole Cakes,San Francisco,CA,1000 16th St,94107,37.76657,-122.39703,3.7,132,"Desserts, Bakeries",N/A,9x2MFIuwTMJFGMiZZen3Gw
Loquat,San Francisco,CA,198 Gough St,94102,37.77495018035684,-122.42237149073912,4.4,302,"Bakeries, Cafes, Desserts",$$,R1mHXWoeMwPBPkTbmGYLhw
Spruce Cafe,South San Francisco,CA,230 S Spruce Ave,94080,37.64757,-122.42035,4.0,668,"Cafes, Patisserie/Cake Shop, Sandwiches",$,G1oAfI-mVeXZttCD1s9SoQ
Yu's Cafe,San Francisco,CA,57 Walter U Lum Pl,94108,37.79508,-122.40594,3.9,98,"Desserts, Juice Bars & Smoothies, Bubble Tea",$$,SGBxF2mPPIcoQZYzB9rUhg
Bi-Rite Creamery,San Francisco,CA,3692 18th St,94110,37.761591,-122.425717,4.5,10274,"Ice Cream & Frozen Yogurt, Desserts",$$,wGl_DyNxSv8KUtYgiuLhmA
The Baking Endeavor,Daly City,CA,,94015,37.68071747,-122.47888184,5.0,20,"Desserts, Custom Cakes, Macarons",N/A,821291y9madKx97sGCjYsg
Trestle,San Francisco,CA,531 Jackson St,94133,37.79619567013229,-122.40454157055215,4.4,1328,"New American, Desserts",$$$,jcFf2ZnJYL0nWCdIpqiA-g
Anko,Los Angeles,CA,400 S Western Ave,90020,34.0669778875893,-118.30876664418,4.3,1115,"Desserts, Coffee & Tea, Juice Bars & Smoothies",$$,2diQcj7sFRBbcXwJ5zmnvQ
Jiu Ji Dessert,Alhambra,CA,1261 E Valley Blvd,91801,34.08015256468508,-118.1105076,4.3,134,"Desserts, Cantonese",N/A,lQB6qchm3VX25FVOKnN-CA
Rny Coffee Studio,Los Angeles,CA,3829 W 6th St,90020,34.063825279726075,-118.3063151,4.5,467,"Cafes, Coffee & Tea, Sandwiches",$,o1Dvgk04BEgcgeXjRZ4OgQ
Domi,Los Angeles,CA,672 S Santa Fe Ave,90020,34.0358081,-118.2299336,4.6,54,"Bakeries, Desserts, Patisserie/Cake Shop",N/A,xWPomi26lQog3AGXs3bk0Q
Coin De Rue Bakery & Cafe,Los Angeles,CA,1110 S Western Ave,90006,34.050422,-118.3086145,4.0,274,"Bakeries, Cafes, Custom Cakes",$,Q1M5NCS2eLnOfhOVhicywA
DAMO,Los Angeles,CA,3510 W 8th St,90005,34.057296673775106,-118.3071684,4.5,1106,"Coffee & Tea, Desserts",$$,Mia81gcJcKvamwpm-3uYkg
Cafe Upper,Los Angeles,CA,300 S Hobart Blvd,90020,34.06886586469914,-118.30508953839102,4.2,440,"Cafes, Coffee & Tea, Desserts",$,2vuoW-UozmDJmu2cYQbokA
Oakobing,Los Angeles,CA,3300 W 6th St,90020,34.0634651,-118.294319,4.4,2427,"Shaved Ice, Desserts, Ice Cream & Frozen Yogurt",$$,4yS760klyp_nyQwDcwWQIg
Somemore LA,Los Angeles,CA,2717 W Olympic Blvd,90006,34.053081388913505,-118.2924596000128,4.4,461,"Desserts, Coffee & Tea, Cafes",$,RM7bFAKup8tBn8DMPhmHFg
Fujiwara Tofu Cafe,El Monte,CA,9216 Flair Dr,91731,34.0716,-118.06762,3.9,300,"Bubble Tea, Themed Cafes",$,qoUMkDPdli-QGLCIMhlmcw
Somisomi,Los Angeles,CA,621 S Western Ave,90005,34.062718,-118.309564,4.3,2014,"Desserts, Ice Cream & Frozen Yogurt, Korean",$,Jrzd-QEY6X-t6CBAKkAXug
Sul & Beans,Los Angeles,CA,621 S Western Ave,90005,34.062917615687425,-118.3100077447056,4.3,1962,"Desserts, Coffee & Tea, Shaved Ice",$$,jv3v-cMrEAyeM2Py0apPtQ
O Beem,Los Angeles,CA,928 S Western Ave,90006,34.0551603,-118.30844918626312,4.2,112,"Cafes, Desserts, Coffee & Tea",N/A,QzmECKyONc4uHMT-dP_Ylw
Pâtisserie Chantilly,Lomita,CA,2383 Lomita Blvd,90717,33.80481,-118.324853,4.3,839,"Bakeries, Desserts",$$,pI_4fHBYYWz6_xqyuGmMWQ
Spoons Patisserie,Sawtelle Los Angeles,CA,,90025,34.04590607,-118.45082092,4.8,9,"Desserts, Personal Chefs, Caterers",N/A,acKpq2inTYg5V6nKZ7WKZA
Bumsan Organic Milk Bar,Los Angeles,CA,369 E 2nd St,90012,34.04831474633641,-118.240002043896,4.2,73,"Ice Cream & Frozen Yogurt, Organic Stores, Desserts",N/A,HDaeZgmFisCgraehFtqE2Q
Kanomwaan Thai Gelato and Dessert Cafe,Los Angeles,CA,5261 Hollywood Blvd,90027,34.10207268850962,-118.30550453324612,4.7,351,"Gelato, Desserts, Coffee & Tea",$$,d8JGyicWRvk98_AQCIheMA
Meccha Matcha,Artesia,CA,11816 Artesia Blvd,90701,33.8729150340322,-118.081505,4.5,858,"Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt",$$,tcbuojXRuOExZfB9ic6fjg
Cha Redefine,Los Angeles,CA,3465 W 6th St,90020,34.063876035225,-118.29741198650817,4.4,75,"Bubble Tea, Coffee & Tea, Cafes",N/A,FKCnmsDB4EmIVePkgE7uDA
Liu’s Cafe,Los Angeles,CA,3915 1/2 W 6th St,90020,34.06365,-118.30844,4.4,657,"Cafes, Bakeries, Taiwanese",$$,8lzAX-Uc4o7dwaXnulAFIQ
Bakers Bench,Los Angeles,CA,1021 Alpine St,90012,34.06555073778093,-118.24683383102747,4.7,86,"Bakeries, Vegan, Desserts",N/A,6kD9qOYObVV5oG-Ae3cP-A
Bhan Kanom Thai,Los Angeles,CA,5271 Hollywood Blvd,90027,34.1020133338462,-118.305958511115,4.3,942,"Desserts, Thai, Ice Cream & Frozen Yogurt",$,oF8VzkDLlmf-PfieLYENNg
BLTea,Los Angeles,CA,16927 Vanowen St,91406,34.1946362737511,-118.501999784486,4.4,441,"Bubble Tea, Coffee & Tea, Desserts",$$,nvVTFBmez3W8sg1ESOgH4A
Le Kream,Los Angeles,CA,928 S Western Ave,90006,34.05514762871418,-118.30843376310676,4.3,89,"Coffee & Tea, Desserts, Juice Bars & Smoothies",$$,pQNRYCf0yzUKp9U1P6W_2g
Bricks & Scones,Los Angeles,CA,403 N Larchmont Blvd,90004,34.07768,-118.32399,4.0,1474,"Coffee & Tea, Bakeries, Cafes",$$,GgEAdWleZlfYu9lLud-wRA
Wanderlust Creamery - Atwater Village,Los Angeles,CA,3134 Glendale Blvd,90039,34.1166106,-118.2619737,4.4,1336,"Desserts, Ice Cream & Frozen Yogurt",$$,iO0omKwI1mLl9q0tzTA03A
Men & Beasts,Los Angeles,CA,2100 W Sunset Blvd,90026,34.07881323790753,-118.26839920359906,4.7,76,"Chinese, Tea Rooms, Desserts",$$$,eaRtD1upzzAEAm9tcQs0rQ
Noon Korean Bingsoo House,Gardena,CA,15435 S Western Ave,90249,33.89102,-118.3098141,4.5,318,"Coffee & Tea, Shaved Ice, Desserts",$$,DUa6xIogSMNW07aq90NC0Q
Magpies Softserve,Los Angeles,CA,2660 Griffith Park Blvd,90039,34.1068633394147,-118.271928675245,4.4,850,"Ice Cream & Frozen Yogurt, Desserts",$,QyA3-z9RCgvOPxa1d5htSw
Midori Matcha Cafe,Los Angeles,CA,123 Astronaut Ellison Onizuka St,90012,34.0499578055129,-118.24206790276727,4.2,1205,"Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts",$$,-YFu1DC3_4Xb5lqQFPbQwA
Bacio di Latte,Los Angeles,CA,2008 Sawtelle Blvd,90025,34.040867042358286,-118.4433269,4.6,68,"Ice Cream & Frozen Yogurt, Coffee & Tea, Desserts",N/A,FI6KNq6YyZ-fa7bx_vpNXg
Somisomi,Los Angeles,CA,11311 Mississippi Ave,90025,34.039461,-118.442904,4.4,525,"Ice Cream & Frozen Yogurt, Desserts, Korean",$,qesWxrISov4c--5grr42_Q
CoCo's Kanom Thai,Los Angeles,CA,5155 Hollywood Blvd,90027,34.101979,-118.302513,4.4,71,"Desserts, Coffee & Tea, Bubble Tea",N/A,04QXzNGLf2vWtkZ4OtD-ZQ
Fugetsu-Do,Los Angeles,CA,315 E 1st St,90012,34.05028954041613,-118.2403415,4.6,1574,"Candy Stores, Bakeries, Desserts",$$,Hg3YYJFGFW7eLWzWZXdYTA
SYNT Coffee,Los Angeles,CA,537 S Western Ave,90020,34.06421,-118.30936,4.4,26,"Coffee & Tea, Desserts",N/A,MJVyZXG8hGt-J04pCVHOEA
Spot Coffee & More,Los Angeles,CA,3324 W 6th St,90020,34.06345,-118.29487,4.0,414,"Coffee & Tea, Desserts, Patisserie/Cake Shop",$$,flP3pon2UYv3Xqv3ig_uBg
Kansha Creamery,Torrance,CA,18515 S Western Ave,90248,33.86282050695839,-118.30937443971436,4.7,1054,"Ice Cream & Frozen Yogurt, Desserts",$$,ja4wDd29HO3YsHohN3bwsg
Pillow Talk Cafe Pasadena,Pasadena,CA,526 S Lake Ave,91101,34.1368,-118.13196,4.2,577,"Coffee & Tea, Sandwiches, Desserts",$$,29580RgN6Vva1xS6PNhO1g
ChocoVivo,Los Angeles,CA,12469 W Washington Blvd,90066,33.997060286441595,-118.4304366,4.4,399,"Chocolatiers & Shops, Desserts, Coffee & Tea",$$,hkQMuj8hGqtTFAn1BGSrVw
Flour Fresh Cream Donut,Los Angeles,CA,833 S Western Ave,90005,34.057289738210116,-118.3092634890533,4.8,188,"Donuts, Desserts, Sandwiches",N/A,eFSyURx8qNHWpXoV_zCLbg
Lilou,Los Angeles,CA,4847 Oakwood Ave,90004,34.077581252691196,-118.3129053,4.6,44,"Patisserie/Cake Shop, Desserts, Bakeries",N/A,cz664Q7wZZwlq6uBPoE3Qw
brown bag cookies,Los Angeles,CA,3450 Wilshire Blvd,90010,34.06110973853806,-118.2996044268034,4.6,197,"Desserts, Bakeries, Patisserie/Cake Shop",$$,h69PYcjzhSpfod3hGfA1Kg
Kim Hung Bakery,Los Angeles,CA,959 N Broadway,90012,34.0656439,-118.2368197,4.7,50,"Bakeries, Desserts",$,XcDCwdyuUDTqIvXcGrx5SQ
Nuo Mochi,Monterey Park,CA,141 N Atlantic Blvd,91754,34.06434547200167,-118.13448720362668,3.6,145,Desserts,N/A,TdWokdhojMz_uU6FgXmRxw
Camelia,Los Angeles,CA,1850 Industrial St,90021,34.035587336321015,-118.2325904,3.9,236,"French, Bars, Desserts",$$$,hyeTC1chQP2HKmtlvJ_XeQ
Flouring Cake Shop,Los Angeles,CA,932 N Hill St,90012,34.06518678225637,-118.2382168,4.7,98,"Patisserie/Cake Shop, Desserts, Custom Cakes",N/A,PLBB4dtHpDrf0P5pYnWMFQ
Re Bakesic,Alhambra,CA,188 S Monterey St,91801,34.09449016962039,-118.12359474539456,4.2,192,"Bakeries, Coffee & Tea, Desserts",$$,YLnS-GEaMtFPZsViGkpyig
Bodega Park,Los Angeles,CA,2852 W Sunset Blvd,90026,34.08251,-118.27324,4.6,389,"Sandwiches, New American, Cafes",$$,l6eEaR8LMTPjSG4aTpxUxg
Okrumong,Torrance,CA,2814 Sepulveda Blvd,90505,33.8227238477939,-118.33543907851,4.0,476,"Desserts, Korean, Coffee & Tea",$$,CwTFtVUOp4rLze7suKflgw
Cafe Dulce,Los Angeles,CA,134 Japanese Village Plz,90012,34.04884814277756,-118.2404543036268,4.2,2658,"Coffee & Tea, Bakeries, Cafes",$$,8rVWoDNS6JO-5uXOD3VyXw
Bunny & Bro Coffee,New York,NY,20 W 43rd St,10036,40.75454098009935,-73.98154734207651,4.4,63,"Desserts, Coffee & Tea, Bakeries",N/A,I5pk5lZe9hQfVJdyvMNiRA
Hanamizuki Cafe,New York,NY,143 W 29th St,10001,40.74756805565555,-73.99161579999999,4.2,601,"Cafes, Coffee & Tea, Japanese",$$,S-619sO8qSxQcis0DBHvNw
GoGoJang Cafe,New York,NY,150 W 55th St,10019,40.76368950291504,-73.98021432661147,4.3,53,"Desserts, Coffee & Tea, Cafes",N/A,YP1buO7OcAmcupV-8SW5Eg
Lady Wong,New York,NY,332 E 9th St,10003,40.72850883077059,-73.98615170270205,4.6,362,"Bakeries, Desserts",$$,5jykT4A_mz1lgWk6btnZbw
Bibble & Sip,New York,NY,253 W 51st St,10019,40.76282,-73.98518,4.4,6057,"Coffee & Tea, Bakeries, Desserts",$$,WHRHK3S1mQc3PmhwsGRvbw
Ando Patisserie,New York,NY,214 East 10th St,10003,40.729337442569005,-73.98596309999999,4.4,287,"Desserts, Patisserie/Cake Shop",N/A,WtDTHppOGbmRc06gBEHrGg
Bird & Branch Coffee Roasters,New York,NY,359 W 45th St,10036,40.76032615927315,-73.9908807732996,4.5,532,"Coffee & Tea, Desserts",$$,IkyRp47Jpbk_AQ35qlr-eg
Grace Street,New York,NY,17 W 32nd St,10001,40.7478576793883,-73.9865590631962,4.2,3728,"Coffee & Tea, Desserts, Shaved Ice",$$,MKYhiSeXjahxh9O4Gqnimw
Patisserie Tomoko,Brooklyn,NY,568 Union Ave,11211,40.7176114,-73.9519192,4.4,472,"Desserts, Bakeries, Coffee & Tea",$$,qXuUBEaib4caLC6WCPhBjA
Spongies Cafe,New York,NY,121 Baxter St,10013,40.71801388996446,-73.99887707101564,4.7,354,"Cafes, Bakeries, Chinese",$,UNHlRe3gcQJh6tf3rSoOrA
Cha-An,New York,NY,230 E 9th St,10003,40.72947,-73.98813,4.0,2074,"Japanese, Tea Rooms, Desserts",$$,5QgBCrAbXbM1ORiqZDrBPQ
Seed + Mill,New York,NY,409 W 15th St,10011,40.74207,-74.00565,4.5,351,"Desserts, Ice Cream & Frozen Yogurt, Gluten-Free",$,6xCZHAr7yj_vWwRJalAEOg
Bibble And Sip,New York,NY,64 Bayard St,10013,40.71557373276981,-73.99789872996871,5.0,8,"Desserts, Bakeries, Macarons",N/A,zGyrykz01MtJWicTAWX74g
Nana’s Green Tea,New York,NY,1250 Broadway,10001,40.747756388584975,-73.9878664711644,4.2,373,"Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt",$$,NguYFBBaM-n6WJT_Z2xvTA
Salswee,New York,NY,180 5th Ave,10010,40.74129912549566,-73.99009129508936,4.3,373,"Bakeries, Desserts",N/A,54bzuZYGJfUGadZjp7ukqA
Hokkaido Baked Cheese Tart,New York,NY,315 5th Ave,10016,40.74699,-73.9854,4.1,148,"Bakeries, Desserts, Japanese",$$,m6tgV_tG4vbCQgi26SDeqA
Let's Bounce Powered By Keki,New York,NY,79 Mott St,10013,40.71656,-73.99822,4.2,804,"Bakeries, Desserts",$$,pHfsXEPHkGXkmGo-PbwB6w
Taiyaki NYC,New York,NY,119 Baxter St,10013,40.71789,-73.9988,4.3,3455,"Desserts, Japanese, Ice Cream & Frozen Yogurt",$,vk7W3_sQwr7eZbRFsXv6rw
The Little One,New York,NY,150 E Broadway,10002,40.714158,-73.990942,4.2,353,"Desserts, Ice Cream & Frozen Yogurt, Shaved Ice",$$,NkOpM1SBI50qviqE6LCKRg
Chiu Hong Bakery,New York,NY,161 Mott St,10013,40.71952308133847,-73.99641435371088,4.4,53,"Bakeries, Chinese, Desserts",$,LPfT3XaYsrIvC2pE9oiZyQ
Sweet Cake,Flushing,NY,137-06 Northern Blvd,11354,40.76285109510374,-73.83063796101115,4.4,135,"Desserts, Bubble Tea",$$,u70GH3uSJ6Rx57QbFfvezA
Dialogue Coffee & Flowers,New York,NY,188 Allen St,10002,40.721882,-73.988564,4.4,99,"Coffee & Tea, Desserts, Florists",N/A,tFQj9oNNGPQQKz_LX2_QZw
Bake Culture,New York,NY,48 Bowery,10013,40.7157,-73.99663,3.8,232,"Bakeries, Desserts, Custom Cakes",$$,ovNuIGcC0LF4lyJP2Sawyw
Pinklady Cheese Tart,New York,NY,11 Mott St,10013,40.7141357508495,-73.9988519623876,4.4,368,"Desserts, Bakeries, Japanese",$$,oHEKc3Og4v13ReftMolKZg
Mochi And Cream,Queens,NY,28-53 Steinway St,11103,40.764110292755994,-73.91452969505525,5.0,8,"Desserts, Gelato, Bubble Tea",N/A,G6aq4LSmzJm2BQbod-o9Hw
Cafe  2BY2,New York,NY,84 E 10th St,10003,40.730857,-73.98993,4.0,146,"Desserts, Cafes, Coffee & Tea",N/A,bE5LYONhOyLcVHgYYZU7bg
Spot Dessert Bar,New York,NY,5 Saint Marks Pl,10003,40.729516,-73.98927,4.3,330,Desserts,$$,XyGpSrE6aUO45xctVCHfvg
Seoul Sweets,New York,NY,308 5th Ave,10001,40.746939,-73.986035,3.9,224,"Desserts, Coffee & Tea",N/A,Jq9z1x8v6f2DD9Eb5wL3cA
Davelle,New York,NY,102 Suffolk St,10002,40.71852,-73.98605,4.2,550,"Japanese, Breakfast & Brunch, Cafes",$$,PwrYnl3j3YCGzILX_5UHpw
Butter Dose,New York,NY,236 E 13th St,10003,40.731923914952766,-73.9862697,4.2,142,"Bakeries, Cafes",$,8VhsQ3bXEkQlCrPyg2I1AQ
Mango Mango Dessert,New York,NY,23 St Marks Pl,10003,40.7292248,-73.9886260386011,4.0,690,"Desserts, Creperies, Waffles",$$,gTkXGwTH9irJ9EFTMB5PQQ
Lazy Sundaes,Brooklyn,NY,170 Front St,11201,40.70224,-73.98571,4.4,54,"Bubble Tea, Shaved Ice, Desserts",N/A,JxVN5Uf_TCZ3L5F1j_MKpw
Senbei NYC,New York,NY,26 Elizabeth St,10013,40.7161549,-73.9970348,3.7,12,"Japanese, Themed Cafes, Desserts",N/A,Zt8H6feEYN7ODQOmbVLMSw
Koneko,New York,NY,26 Clinton St,10002,40.72044,-73.98412,4.2,381,"Breakfast & Brunch, Desserts, Themed Cafes",$$,zi_TJRxi0WzADbbI6Jcz3A
Rawsome Treats,New York,NY,158 Orchard St,10002,40.7208686954984,-73.9886739484795,4.6,140,"Desserts, Live/Raw Food, Gluten-Free",$$,hdoVPO0EQNxOnKnLNx3DBg
Tous Les Jours,Brooklyn,NY,107 York St,11201,40.7016048,-73.9863542,4.3,13,"Bakeries, Coffee & Tea, Desserts",N/A,5wpxiXrdB9TmKurJt3NPpg
Flower and Dessert 次第花开,Flushing,NY,133-40 37th Ave,11354,40.76048,-73.83345,3.6,152,"Desserts, Chinese",$$,h-ULtMDeM-4psdx6UlL5Ng
Salswee,New York,NY,1407 Broadway,10018,40.75285893312702,-73.98764141102755,4.5,19,"Bakeries, Desserts, Patisserie/Cake Shop",N/A,OrAkkR180x6O43Q21rmQFQ
MIYOMACCHI,New York,NY,91 E 3rd St,10003,40.724831,-73.98777,4.4,5,"Desserts, Pop-up Shops",N/A,pdUoc2_3Dp09POJcW6Ttww
Somedays Bakery,Bay Terrace,NY,212-67 26th Ave,11360,40.77894,-73.776912,4.5,50,"Bakeries, Coffee & Tea, Desserts",$$,c_Rnaw34E8_16SKA1x5bPw
Chinatown Ice Cream Factory,New York,NY,65 Bayard St,10013,40.715452,-73.99818,4.2,3264,"Ice Cream & Frozen Yogurt, Desserts",$$,o6q3jm-dU5A6nV3r2lBg9A
Mango Mango Dessert,New York,NY,41 W 14th St,10011,40.737072920666826,-73.99554196753328,4.2,6,"Desserts, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt",N/A,T3mIIYkKQeDitPfiDw6meA
Glace,New York,NY,30 Rockefeller Plz,10112,40.759164,-73.979655,4.2,46,"Desserts, Food Trucks, Ice Cream & Frozen Yogurt",N/A,r5GWJo-KjN4dgg4tCSHlww
Shakalaka Bakery,Flushing,NY,136-76 Roosevelt Ave,11354,40.760185014014645,-73.82723852992058,3.9,103,"Bakeries, Desserts",N/A,Z55f20B0sKR4VZp1uZoGFA
Kora,Sunnyside,NY,45-12 Greenpoint Ave,11104,40.741883,-73.919443,4.6,268,"Filipino, Donuts, Desserts",$$,uKxYiV2xoO1AUGUAakAfDQ
Butler,Brooklyn,NY,95 S 5th St,11249,40.7117670177852,-73.9646924963509,4.4,173,"Bakeries, Cafes, Breakfast & Brunch",$$,SWRz34fmNEDPcrngJMMo7Q
Dominique Ansel Bakery,New York,NY,189 Spring St,10012,40.7252509,-74.0028734,4.0,5752,"Bakeries, Desserts",$$,ga6sRtE0l85iftw_5-W84Q
Audrey Bakery & cafe,New York,NY,174 Canal St,10013,40.7164044280335,-73.9977217932343,4.1,28,"Desserts, Bakeries, Patisserie/Cake Shop",N/A,FIGUS1UJ4uRcOwFsrByT9w
Lady Moo Moo Ice Cream,Brooklyn,NY,365 Chauncey St,11233,40.6815518229652,-73.9200956001878,4.8,143,"Ice Cream & Frozen Yogurt, Desserts",$,tc9OKGv_GutKsDO0BiZ3yA
Tous Les Jours,New York,NY,31 West 32nd St,10001,40.7479385,-73.9870117,3.6,921,"Desserts, Bakeries, Coffee & Tea",$$,Yx6xDJBEmC8oTAmIEzDRag
Baiten,Seattle,WA,500 E Pine St,98122,47.61544977173206,-122.32530438538733,4.5,216,"Desserts, Ice Cream & Frozen Yogurt, Bakeries",N/A,QYj_f7F9kzFuY4SZuy16Cw
Nana’s Green Tea,Seattle,WA,1007 Stewart St,98101,47.61605215221306,-122.33292148130435,4.3,1715,"Japanese, Desserts, Cafes",$$,X0DkXqaRwCvq1pAqVwDXbQ
Gaga Tea,Seattle,WA,523 Maynard Ave S,98104,47.597744866867735,-122.32524366185363,4.7,216,"Bubble Tea, Desserts",N/A,tGPJ3NlY4-BbORJy-hqU1w
Matcha Man Ice Cream & Taiyaki,Seattle,WA,6014 12th Ave S,98108,47.54879776100193,-122.31720058466507,4.2,258,"Ice Cream & Frozen Yogurt, Desserts",N/A,_1aOSDaOk3a2Gn5yMXGEuA
Hot Cakes - Capitol Hill,Seattle,WA,1650 E Olive Way,98102,47.61991478795747,-122.3238374752414,3.9,1238,"Desserts, Coffee & Tea, Bakeries",$$$,BZasEOxdp4dl8poS0Fko5g
Cold Plate,Seattle,WA,5240 University Way NE,98105,47.667789,-122.312724,4.3,158,"Ice Cream & Frozen Yogurt, Desserts, Coffee & Tea",N/A,R3awQq0O4cWrYB5BXHVs9Q
Kakigori Dessert Cafe,Tukwila,WA,16864 Southcenter Pkwy,98188,47.45257,-122.26101,3.7,123,"Desserts, Ice Cream & Frozen Yogurt, Shaved Snow",$$,JHvwPxqZFB5bSHxozBMxRg
K Cafe Dabang,Lynnwood,WA,3333 184th St SW,98037,47.833282,-122.27929,4.5,123,"Coffee & Tea, Desserts, Waffles",$$,2aDEtcWpq6u6-ZJ_ysQW1w
Cafe O'Dessert,Seattle,WA,4727 University Way NE,98105,47.66389,-122.31339,3.8,179,"Desserts, Custom Cakes, Cafes",$,qA-7qg47NIeKPDCKd-WeaQ
Nana's Green Tea,Bellevue,WA,16 103rd Ave NE,98004,47.61060226831348,-122.20266915857792,4.4,338,"Desserts, Japanese, Cafes",$$,ypJGB0vIczuEJ-3bs0vV2w
Our Place Dessert Cafe,Edmonds,WA,23830 Hwy 99,98026,47.78298026134132,-122.34426125558292,4.6,161,"Cafes, Desserts, Shaved Ice",N/A,YvuVi68Emdwx_OvEUwpFyw
CocoPandan,Bellevue,WA,,98005,47.61479538059737,-122.1685651660322,5.0,2,"Desserts, Indonesian, Asian Fusion",N/A,eHMZVBMr0quc6bvpgn_05g
Fresh Flours,Seattle,WA,432 8th Ave N,98109,47.62305,-122.34087,4.1,282,"Bakeries, Cafes, Coffee & Tea",$,hPBevWANIs-TgwW7snUI2A
J.sweets,Lynnwood,WA,3000 184th St SW,98037,47.830005675460576,-122.27443160290596,4.6,30,"Desserts, Japanese, Candy Stores",N/A,ntM6lEdlASevw9N6MVZh_g
CREAM Soft Serve Bar,Kent,WA,12954 SE Kent-Kangley Rd,98030,47.3587966,-122.168464,4.5,113,"Desserts, Ice Cream & Frozen Yogurt",$$,GXeCV1imfvLBVWCgKQn8Mg
Hiroki,Seattle,WA,2224 N 56th St,98103,47.669028881738,-122.332219038688,4.4,432,"Bakeries, Coffee & Tea, Desserts",$,LVeCqpEwn40X8Xv0AxI7jg
Snowy Village,Seattle,WA,5264 University Way NE,98105,47.668372,-122.313004,4.4,524,"Shaved Ice, Desserts, Cafes",$$,5wMLtg9x-V2ljTnVJwb03g
T55 Patisserie,Bothell,WA,18223 Bothell Way NE,98011,47.76059517766468,-122.20786392349572,4.3,187,"Desserts, Bakeries",$$,ap9mOCjfCjUVrFeQx85C5g
Kemi Dessert Bar,Seattle,WA,1828 12th Ave,98122,47.6184686,-122.31667676504144,4.6,28,Desserts,N/A,Xkn6nqAt7Zn40lldSOD7-Q
One Bite Cafe,Seattle,WA,1026 NE 65th St,98115,47.67609,-122.31622,4.3,105,"Desserts, Bubble Tea",N/A,dYxjmXwFb0bMXP3zVt_fBw
Taz Matcha,Seattle,WA,410 Stewart St,98101,47.61264392437988,-122.3385581,4.5,221,"Cafes, Cocktail Bars",N/A,x3-iRtCuhQu1tDiewHRfUQ
Hui Lau Shan,Redmond,WA,15120 NE 24th St,98052,47.632065,-122.138315,3.9,359,"Desserts, Juice Bars & Smoothies",$$,c-0b9TC-Z1W7Z9TE7uceXA
